price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,total_rooms,area_per_room,amenity_count
4270000,4360,4,1,2,1,0,0,0,0,0,0,2,5,872.0,1
4270000,7770,2,1,1,1,0,0,0,0,1,0,2,3,2590.0,1
4235000,6650,3,1,2,1,1,0,0,0,0,0,1,4,1662.5,2
4235000,2787,3,1,1,1,0,1,0,0,0,1,2,4,696.75,2
4200000,5500,3,1,2,1,0,0,0,1,0,0,0,4,1375.0,2
4200000,5040,3,1,2,1,0,1,0,1,0,0,0,4,1260.0,3
4200000,5850,2,1,1,1,1,1,0,0,2,0,1,3,1950.0,3
4200000,2610,4,3,2,0,0,0,0,0,0,0,1,7,372.85714285714283,0
4200000,2953,3,1,2,1,0,1,0,1,0,0,0,4,738.25,3
4200000,2747,4,2,2,0,0,0,0,0,0,0,1,6,457.8333333333333,0
4200000,4410,2,1,1,0,0,0,0,0,1,0,0,3,1470.0,0
4200000,4000,4,2,2,0,0,0,0,0,0,0,1,6,666.6666666666666,0
4200000,2325,3,1,2,0,0,0,0,0,0,0,1,4,581.25,0
4200000,4600,3,2,2,1,0,0,0,1,1,0,1,5,920.0,2
4200000,3640,3,2,2,1,0,1,0,0,0,0,0,5,728.0,2
4200000,5800,3,1,1,1,0,0,1,0,2,0,1,4,1450.0,2
4200000,7000,3,1,1,1,0,0,0,0,3,0,2,4,1750.0,1
4200000,4079,3,1,3,1,0,0,0,0,0,0,1,4,1019.75,1
4200000,3520,3,1,2,1,0,0,0,0,0,1,1,4,880.0,1
4200000,2145,3,1,3,1,0,0,0,0,1,1,0,4,536.25,1
4200000,4500,3,1,1,1,0,1,0,0,0,0,2,4,1125.0,2
4193000,8250,3,1,1,1,0,1,0,0,3,0,1,4,2062.5,2
4193000,3450,3,1,2,1,0,0,0,0,1,0,1,4,862.5,1
4165000,4840,3,1,2,1,0,0,0,0,1,0,1,4,1210.0,1
4165000,4080,3,1,2,1,0,0,0,0,2,0,1,4,1020.0,1
4165000,4046,3,1,2,1,0,1,0,0,1,0,1,4,1011.5,2
4130000,4632,4,1,2,1,0,0,0,1,0,0,1,5,926.4,2
4130000,5985,3,1,1,1,0,1,0,0,0,0,1,4,1496.25,2
4123000,6060,2,1,1,1,0,1,0,0,1,0,1,3,2020.0,2
4098500,3600,3,1,1,1,0,1,0,1,0,1,2,4,900.0,3
4095000,3680,3,2,2,1,0,0,0,0,0,0,1,5,736.0,1
4095000,4040,2,1,2,1,0,0,0,0,1,0,1,3,1346.6666666666667,1
4095000,5600,2,1,1,1,0,0,0,1,0,0,1,3,1866.6666666666667,2
4060000,5900,4,2,2,0,0,1,0,0,1,0,0,6,983.3333333333334,1
4060000,4992,3,2,2,1,0,0,0,0,2,0,0,5,998.4,1
4060000,4340,3,1,1,1,0,0,0,0,0,0,1,4,1085.0,1
4060000,3000,4,1,3,1,0,1,0,1,2,0,1,5,600.0,3
4060000,4320,3,1,2,1,0,0,0,0,2,1,2,4,1080.0,1
4025000,3630,3,2,2,1,0,0,1,0,2,0,1,5,726.0,2
4025000,3460,3,2,1,1,0,1,0,1,1,0,2,5,692.0,3
4025000,5400,3,1,1,1,0,0,0,0,3,0,1,4,1350.0,1
4007500,4500,3,1,2,0,0,1,0,1,0,0,1,4,1125.0,2
4007500,3460,4,1,2,1,0,0,0,1,0,0,1,5,692.0,2
3990000,4100,4,1,1,0,0,1,0,0,0,0,0,5,820.0,1
3990000,6480,3,1,2,0,0,0,0,1,1,0,1,4,1620.0,1
3990000,4500,3,2,2,0,0,1,0,1,0,0,1,5,900.0,2
3990000,3960,3,1,2,1,0,0,0,0,0,0,2,4,990.0,1
3990000,4050,2,1,2,1,1,1,0,0,0,1,0,3,1350.0,3
3920000,7260,3,2,1,1,1,1,0,0,3,0,2,5,1452.0,3
3920000,5500,4,1,2,1,1,1,0,0,0,0,1,5,1100.0,3
3920000,3000,3,1,2,1,0,0,0,0,0,0,1,4,750.0,1
3920000,3290,2,1,1,1,0,0,1,0,1,0,2,3,1096.6666666666667,2
3920000,3816,2,1,1,1,0,1,0,1,2,0,2,3,1272.0,3
3920000,8080,3,1,1,1,0,0,0,1,2,0,1,4,2020.0,2
3920000,2145,4,2,1,1,0,1,0,0,0,1,0,6,357.5,2
3885000,3780,2,1,2,1,1,1,0,0,0,0,1,3,1260.0,3
3885000,3180,4,2,2,1,0,0,0,0,0,0,2,6,530.0,1
3850000,5300,5,2,2,1,0,0,0,0,0,0,1,7,757.1428571428571,1
3850000,3180,2,2,1,1,0,1,0,0,2,0,1,4,795.0,2
3850000,7152,3,1,2,1,0,0,0,1,0,0,2,4,1788.0,2
3850000,4080,2,1,1,1,0,0,0,0,0,0,1,3,1360.0,1
3850000,3850,2,1,1,1,0,0,0,0,0,0,1,3,1283.3333333333333,1
3850000,2015,3,1,2,1,0,1,0,0,0,1,1,4,503.75,2
3850000,2176,2,1,2,1,1,0,0,0,0,1,1,3,725.3333333333334,2
3836000,3350,3,1,2,1,0,0,0,0,0,0,0,4,837.5,1
3815000,3150,2,2,1,0,0,1,0,0,0,0,1,4,787.5,1
3780000,4820,3,1,2,1,0,0,0,0,0,0,1,4,1205.0,1
3780000,3420,2,1,2,1,0,0,1,0,1,0,1,3,1140.0,2
3780000,3600,2,1,1,1,0,0,0,0,0,0,1,3,1200.0,1
3780000,5830,2,1,1,1,0,0,0,0,2,0,0,3,1943.3333333333333,1
3780000,2856,3,1,3,1,0,0,0,0,0,1,2,4,714.0,1
3780000,8400,2,1,1,1,0,0,0,0,1,0,2,3,2800.0,1
3773000,8250,3,1,1,1,0,0,0,0,2,0,2,4,2062.5,1
3773000,2520,5,2,1,0,0,1,0,1,1,0,2,7,360.0,2
3773000,6930,4,1,2,0,0,0,0,0,1,0,2,5,1386.0,0
3745000,3480,2,1,1,1,0,0,0,0,0,1,1,3,1160.0,1
3710000,3600,3,1,1,1,0,0,0,0,1,0,0,4,900.0,1
3710000,4040,2,1,1,1,0,0,0,0,0,0,1,3,1346.6666666666667,1
3710000,6020,3,1,1,1,0,0,0,0,0,0,1,4,1505.0,1
3710000,4050,2,1,1,1,0,0,0,0,0,0,2,3,1350.0,1
3710000,3584,2,1,1,1,0,0,1,0,0,0,1,3,1194.6666666666667,2
3703000,3120,3,1,2,0,0,1,1,0,0,0,1,4,780.0,2
3703000,5450,2,1,1,1,0,0,0,0,0,0,2,3,1816.6666666666667,1
3675000,3630,2,1,1,1,0,1,0,0,0,0,2,3,1210.0,2
3675000,3630,2,1,1,1,0,0,0,1,0,0,0,3,1210.0,2
3675000,5640,2,1,1,0,0,0,0,0,0,0,1,3,1880.0,0
3675000,3600,2,1,1,1,0,0,0,0,0,0,2,3,1200.0,1
3640000,4280,2,1,1,1,0,0,0,1,2,0,1,3,1426.6666666666667,2
3640000,3570,3,1,2,1,0,1,0,0,0,0,1,4,892.5,2
3640000,3180,3,1,2,0,0,1,0,0,0,0,1,4,795.0,1
3640000,3000,2,1,2,1,0,0,0,1,0,0,2,3,1000.0,2
3640000,3520,2,2,1,1,0,1,0,0,0,0,1,4,880.0,2
3640000,5960,3,1,2,1,1,1,0,0,0,0,0,4,1490.0,3
3640000,4130,3,2,2,1,0,0,0,0,2,0,1,5,826.0,1
3640000,2850,3,2,2,0,0,1,0,0,0,1,0,5,570.0,1
3640000,2275,3,1,3,1,0,0,1,1,0,1,1,4,568.75,3
3633000,3520,3,1,1,1,0,0,0,0,2,1,0,4,880.0,1
3605000,4500,2,1,1,1,0,0,0,0,0,0,1,3,1500.0,1
3605000,4000,2,1,1,1,0,0,0,0,0,1,1,3,1333.3333333333333,1
3570000,3150,3,1,2,1,0,1,0,0,0,0,2,4,787.5,2
3570000,4500,4,2,2,1,0,1,0,0,2,0,2,6,750.0,2
3570000,4500,2,1,1,0,0,0,0,0,0,0,2,3,1500.0,0
3570000,3640,2,1,1,1,0,0,0,0,0,0,0,3,1213.3333333333333,1
3535000,3850,3,1,1,1,0,0,0,0,2,0,0,4,962.5,1
3500000,4240,3,1,2,1,0,0,0,1,0,0,1,4,1060.0,2
3500000,3650,3,1,2,1,0,0,0,0,0,0,0,4,912.5,1
3500000,4600,4,1,2,1,0,0,0,0,0,0,1,5,920.0,1
3500000,2135,3,2,2,0,0,0,0,0,0,0,0,5,427.0,0
3500000,3036,3,1,2,1,0,1,0,0,0,0,1,4,759.0,2
3500000,3990,3,1,2,1,0,0,0,0,0,0,1,4,997.5,1
3500000,7424,3,1,1,0,0,0,0,0,0,0,0,4,1856.0,0
3500000,3480,3,1,1,0,0,0,0,1,0,0,0,4,870.0,1
3500000,3600,6,1,2,1,0,0,0,0,1,0,0,7,514.2857142857143,1
3500000,3640,2,1,1,1,0,0,0,0,1,0,1,3,1213.3333333333333,1
3500000,5900,2,1,1,1,0,0,0,0,1,0,2,3,1966.6666666666667,1
3500000,3120,3,1,2,1,0,0,0,0,1,0,0,4,780.0,1
3500000,7350,2,1,1,1,0,0,0,0,1,0,1,3,2450.0,1
3500000,3512,2,1,1,1,0,0,0,0,1,1,0,3,1170.6666666666667,1
3500000,9500,3,1,2,1,0,0,0,0,3,1,0,4,2375.0,1
3500000,5880,2,1,1,1,0,0,0,0,0,0,0,3,1960.0,1
3493000,4900,3,1,2,0,0,0,0,0,0,0,0,4,1225.0,0
3465000,3060,3,1,1,1,0,0,0,0,0,0,0,4,765.0,1
3465000,5320,2,1,1,1,0,0,0,0,1,1,0,3,1773.3333333333333,1
3465000,2145,3,1,3,1,0,0,0,0,0,1,2,4,536.25,1
3430000,4000,2,1,1,1,0,0,0,0,0,0,0,3,1333.3333333333333,1
3430000,3185,2,1,1,1,0,0,0,0,2,0,0,3,1061.6666666666667,1
3430000,3850,3,1,1,1,0,0,0,0,0,0,0,4,962.5,1
3430000,2145,3,1,3,1,0,0,0,0,0,1,2,4,536.25,1
3430000,2610,3,1,2,1,0,1,0,0,0,1,0,4,652.5,2
3430000,1950,3,2,2,1,0,1,0,0,0,1,0,5,390.0,2
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,3,1346.6666666666667,1
3395000,4785,3,1,2,1,1,1,0,1,1,0,2,4,1196.25,4
3395000,3450,3,1,1,1,0,1,0,0,2,0,0,4,862.5,2
3395000,3640,2,1,1,1,0,0,0,0,0,0,2,3,1213.3333333333333,1
3360000,3500,4,1,2,1,0,0,0,1,2,0,0,5,700.0,2
3360000,4960,4,1,3,0,0,0,0,0,0,0,1,5,992.0,0
3360000,4120,2,1,2,1,0,0,0,0,0,0,0,3,1373.3333333333333,1
3360000,4750,2,1,1,1,0,0,0,0,0,0,0,3,1583.3333333333333,1
3360000,3720,2,1,1,0,0,0,0,1,0,0,0,3,1240.0,1
3360000,3750,3,1,1,1,0,0,0,0,0,0,0,4,937.5,1
3360000,3100,3,1,2,0,0,1,0,0,0,0,1,4,775.0,1
3360000,3185,2,1,1,1,0,1,0,0,2,0,2,3,1061.6666666666667,2
3353000,2700,3,1,1,0,0,0,0,0,0,0,2,4,675.0,0
3332000,2145,3,1,2,1,0,1,0,0,0,1,2,4,536.25,2
3325000,4040,2,1,1,1,0,0,0,0,1,0,0,3,1346.6666666666667,1
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,5,955.0,1
3290000,2500,2,1,1,0,0,0,0,1,0,0,0,3,833.3333333333334,1
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,5,636.0,3
3290000,6060,3,1,1,1,1,1,0,0,0,0,2,4,1515.0,3
3290000,3480,4,1,2,0,0,0,0,0,1,0,1,5,696.0,0
3290000,3792,4,1,2,1,0,0,0,0,0,0,1,5,758.4,1
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,3,1346.6666666666667,1
3290000,2145,3,1,2,1,0,1,0,0,0,1,2,4,536.25,2
3290000,5880,3,1,1,1,0,0,0,0,1,0,0,4,1470.0,1
3255000,4500,2,1,1,0,0,0,0,0,0,0,1,3,1500.0,0
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,3,1310.0,0
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,5,728.0,2
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,4,1092.5,1
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,3,894.6666666666666,2
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,4,1080.0,0
3220000,3120,3,1,2,0,0,0,0,0,0,0,2,4,780.0,0
3150000,3450,1,1,1,1,0,0,0,0,0,0,2,2,1725.0,1
3150000,3986,2,2,1,0,1,1,0,0,1,0,0,4,996.5,2
3150000,3500,2,1,1,0,0,1,0,0,0,0,1,3,1166.6666666666667,1
3150000,4095,2,1,1,1,0,0,0,0,2,0,1,3,1365.0,1
3150000,1650,3,1,2,0,0,1,0,0,0,0,0,4,412.5,1
3150000,3450,3,1,2,1,0,1,0,0,0,0,1,4,862.5,2
3150000,6750,2,1,1,1,0,0,0,0,0,0,1,3,2250.0,1
3150000,9000,3,1,2,1,0,0,0,0,2,0,1,4,2250.0,1
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,3,1023.0,1
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,4,1125.0,2
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,4,1373.75,2
3118850,2398,3,1,1,1,0,0,0,0,0,1,1,4,599.5,1
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,4,750.0,1
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,4,962.5,1
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,3,1166.6666666666667,1
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,3,2700.0,1
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,3,1653.3333333333333,3
3080000,2160,3,1,2,0,0,1,0,0,0,0,1,4,540.0,1
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,3,1030.0,3
3080000,4500,2,1,2,1,0,0,1,0,1,0,1,3,1500.0,2
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,3,1266.6666666666667,1
3010000,3090,3,1,2,0,0,0,0,0,0,0,1,4,772.5,0
3010000,3240,3,1,2,1,0,0,0,0,2,0,1,4,810.0,1
3010000,2835,2,1,1,1,0,0,0,0,0,0,1,3,945.0,1
3010000,4600,2,1,1,1,0,0,0,0,0,0,2,3,1533.3333333333333,1
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,4,1269.0,0
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,4,937.5,1
3010000,3630,4,1,2,1,0,0,0,0,3,0,1,5,726.0,1
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,3,2683.3333333333335,1
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,5,870.4,0
2961000,3000,2,1,2,1,0,0,0,0,0,0,1,3,1000.0,1
2940000,5850,3,1,2,1,0,1,0,0,1,0,0,4,1462.5,2
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,3,1653.3333333333333,1
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,4,900.0,0
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,5,732.0,0
2940000,3480,3,1,2,0,0,0,0,0,1,0,1,4,870.0,0
2940000,2700,2,1,1,0,0,0,0,0,0,0,2,3,900.0,0
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,4,787.5,0
2940000,6615,3,1,2,1,0,0,0,0,0,0,1,4,1653.75,1
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,3,1013.3333333333334,0
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,3,1210.0,1
2870000,6000,2,1,1,1,0,0,0,0,0,0,1,3,2000.0,1
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,5,1080.0,1
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,5,1040.0,1
2835000,3300,3,1,2,0,0,0,0,0,1,0,1,4,825.0,0
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,4,1087.5,1
2835000,2640,2,1,1,0,0,0,0,0,1,0,2,3,880.0,0
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,4,662.5,2
2800000,3960,3,1,1,1,0,0,0,0,0,0,2,4,990.0,1
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,3,2266.6666666666665,1
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,4,1000.0,1
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,3,1333.3333333333333,1
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,3,1311.3333333333333,1
2660000,2000,2,1,2,1,0,0,0,0,0,0,1,3,666.6666666666666,1
2660000,3630,3,3,2,0,1,0,0,0,0,0,0,6,605.0,1
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,4,700.0,1
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,4,607.5,0
2660000,3480,2,1,1,1,0,0,0,0,1,0,1,3,1160.0,1
2660000,4000,3,1,1,1,0,0,0,0,0,0,1,4,1000.0,1
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,3,1061.6666666666667,2
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,4,1000.0,2
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,3,970.0,0
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,3,1200.0,1
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,3,1466.6666666666667,1
2590000,3600,2,2,2,1,0,1,0,0,1,0,2,4,900.0,2
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,4,720.0,0
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,4,795.0,0
2520000,3000,2,1,2,1,0,0,0,0,0,0,2,3,1000.0,1
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,4,1100.0,1
2485000,3000,3,1,2,0,0,0,0,0,0,0,1,4,750.0,0
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,4,802.5,2
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,3,1080.0,1
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,3,1000.0,1
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,3,1166.6666666666667,2
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,3,1613.3333333333333,1
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,3,2566.6666666666665,1
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,3,1211.6666666666667,0
2380000,2475,3,1,2,1,0,0,0,0,0,0,2,4,618.75,1
2380000,2787,4,2,2,1,0,0,0,0,0,0,2,6,464.5,1
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,3,1088.0,1
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,3,1213.3333333333333,1
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,3,1060.0,1
2275000,1836,2,1,1,0,0,1,0,0,0,0,1,3,612.0,1
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,2,1985.0,0
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,4,992.5,2
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,4,487.5,1
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,4,1325.0,1
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,3,1000.0,0
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,4,600.0,1
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,5,600.0,1
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,3,1120.0,1
1960000,3420,5,1,2,0,0,0,0,0,0,0,0,6,570.0,0
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,4,425.0,1
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,3,1216.3333333333333,1
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,3,996.6666666666666,0
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,3,1000.0,2
1767150,2400,3,1,1,0,0,0,0,0,0,0,1,4,600.0,0
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,3,1206.6666666666667,1
1750000,2910,3,1,1,0,0,0,0,0,0,0,2,4,727.5,0
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,4,962.5,1
